"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"CrossBorder Ozon SKU";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'ТРБТ СОБ HL ВЗР ВСЕ Ягнёнок 3кг 1шт";"1248137520";"1746987269";"1746987269";"0";"5410340311004";"Корм для собак сухой Versele Laga HAPPY LIFE с ягненком 3кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:08:45";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'3.1";"0";"0";"0";"823";"0";"0";"6999.00";"8100.00";;;;"0%"
"'ТРБТ КОТ LARA ВЗР Лосось 2кг 1шт";"1248147028";"1746993072";"1746993072";"0";"5410340410738";"Корм для кошек сухой Versele Laga LARA с лососем 2кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:13:12";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'2.1";"0";"0";"0";"879";"0";"0";"6999.00";"8100.00";;;;"0%"
"'ТРБТ КОТ LARA ВЗР Говядина 2кг 1шт";"1248147029";"1746993277";"1746993277";"0";"5410340410714";"Корм для кошек сухой Versele Laga LARA с говядиной 2кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:13:12";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'2.1";"0";"0";"0";"509";"0";"0";"6999.00";"8100.00";;;;"0%"
"'ТРБТ КОТ LARA ВЗР Ягнёнок 2кг 1шт";"1248147030";"1746993011";"1746993011";"0";"5410340409978";"Корм для кошек сухой Versele Laga LARA с ягненком 2кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:13:12";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'2.1";"0";"0";"0";"665";"0";"0";"6999.00";"8100.00";;;;"0%"
"'ТРБТ КОТ LARA ВЗР Курица Индейка 2кг 1шт";"1248147035";"1746993110";"1746993110";"0";"5410340410691";"Корм для кошек сухой Versele Laga LARA с курицей и индейкой 2кг";"'80";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-11-01 11:13:12";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'2.1";"0";"0";"0";"938";"0";"0";"6999.00";"8100.00";;;;"0%"
"'Копия АЛПК ADV СОБ ВЗР ВСЕ SENS Лосось Рис 12кг";"1250213701";"1748770010";"1748770010";"0";;"Advance корм для собак сухой с чувствительным пищеварением, лосось и рис 12кг. Читайте описание!";"'70";"Advance";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-04 09:17:46";"Зоокорма и товары для фермерского хозяйства";"'6.75";"'12.6";"0";"0";"0";"0";"0";"0";"7663.00";"9042.00";;;;"0%"
"'Копия ВВП ACN КОТ INDOOR ENTREE 1.8кг 01шт";"1250332841";"1748875907";"1748875907";"0";;"Acana для кошек стерилизованных корм низкозерновой с курицей, индейкой и рыбой INDOOR ENTREE 1,8кг. Читайте описание!";"'90";"Acana";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-04 11:24:00";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'1.8";"0";"0";"0";"0";"0";"0";"4999.00";"5999.00";;;;"0%"
"'УНК LEONARDO КОТ ВЗР Adult Lamb 1.8кг 3шт";"1250944169";"1749409758";"1749409758";"0";"4002633753212-3";"Leonardo корм для кошек сухой Adult Lamb с ягненком 1.8кг 3шт";"'100";"Leonardo";"Продается";"Показывается";;"Показывается";;"2024-11-05 07:45:22";"Зоокорма и товары для фермерского хозяйства";"'4.50";"'5.6";"0";"0";"0";"776";"0";"0";"18999.00";"20100.00";;;;"0%"
"'УНК LEONARDO КОТ ВЗР Adult Lamb 1.8кг 2шт";"1250944170";"1749409695";"1749409695";"0";"4002633753212-2";"Leonardo корм для кошек сухой Adult Lamb с ягненком 1.8кг 2шт";"'100";"Leonardo";"Продается";"Показывается";;"Показывается";;"2024-11-05 07:45:22";"Зоокорма и товары для фермерского хозяйства";"'3.00";"'3.7";"0";"0";"0";"777";"0";"0";"14999.00";"16700.00";;;;"0%"
"'УНК LEONARDO КОТ ВЗР Adult Lamb 1.8кг 1шт";"1250944172";"1749409843";"1749409843";"0";"4002633753212";"Leonardo корм для кошек сухой Adult Lamb с ягненком 1.8кг";"'100";"Leonardo";"Продается";"Показывается";;"Показывается";;"2024-11-05 07:45:22";"Зоокорма и товары для фермерского хозяйства";"'1.50";"'1.9";"0";"0";"0";"770";"0";"0";"8999.00";"10400.00";;;;"0%"
"'ХНТР Vivere СОБ ВЗР СР Duck 20кг 1шт";"1251978767";"1750324753";"1750324753";"0";"8020997011928";"Корм для собак сухой средних пород Vivere Adult Duck с уткой 20кг";"'75";"Vivere";"Продается";"Показывается";;"Показывается";;"2024-11-06 07:12:14";"Зоокорма и товары для фермерского хозяйства";"'4.50";"'20.5";"0";"0";"0";"777";"0";"0";"23999.00";"25100.00";;;;"0%"
"'ХНТР Vivere СОБ ВЗР СР Chicken 20кг 1шт";"1252008167";"1750348998";"1750348998";"0";"8020997011898";"Корм для собак сухой средних пород Vivere Adult Chicken с курицей 20кг";"'75";"Vivere";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-06 07:24:29";"Зоокорма и товары для фермерского хозяйства";"'4.50";"'20.5";"0";"0";"0";"0";"0";"0";"23999.00";"25100.00";;;;"0%"
"'ТРБТ ГРЫЗ ORIGINAL NATURE CHINCH 0.75KG-3";"1257742389";"1755495826";"1755495826";"0";"5410340614594-3";"Сухой корм для шиншиллы Versele Laga Chinchilla Nature Original 750г 3шт";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-11 10:20:55";"Зоокорма и товары для фермерского хозяйства";"'4.03";"'2.4";"0";"0";"0";"0";"0";"0";"6999.00";"8300.00";;;;"0%"
"'ТРБТ ГРЫЗ ORIGINAL NATURE CHINCH 0.75KG-2";"1257742390";"1755495745";"1755495745";"0";"5410340614594-2";"Сухой корм для шиншиллы Versele Laga Chinchilla Nature Original 750г 2шт";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-11 10:20:56";"Зоокорма и товары для фермерского хозяйства";"'2.69";"'1.6";"0";"0";"0";"0";"0";"0";"4999.00";"6100.00";;;;"0%"
"'ТРБТ ГРЫЗ ORIGINAL NATURE CHINCH 0.75KG-5";"1257742395";"1755495765";"1755495765";"0";"5410340614594-5";"Сухой корм для шиншиллы Versele Laga Chinchilla Nature Original 750г 5шт";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-11 10:20:56";"Зоокорма и товары для фермерского хозяйства";"'6.72";"'4.0";"0";"0";"0";"0";"0";"0";"9999.00";"11400.00";;;;"0%"
"'КАПС Освежитель Нормальный 25мл";"1258749971";"1756424909";"1756424909";"0";;"Спрей Освежитель для полости рта от запаха Нормальный с мятой 25мл";"'60";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:08:41";"Личная гигиена";"'0.10";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Энержи спрей 25мл";"1258749972";"1756426238";"1756426238";"0";;"Спрей Освежитель для полости рта от запаха Энержи спрей 25мл";"'60";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:08:41";"Личная гигиена";"'0.10";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Арбуз дыня 10мл";"1258759469";"1756433962";"1756433962";"0";;"Спрей Освежитель для полости рта от запаха FRESH MINT с арбузом и дыней 10мл";"'65";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:13:31";"Личная гигиена";"'0.03";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Лимон 10мл";"1258759471";"1756433804";"1756433804";"0";"4812020000030";"Спрей Освежитель для полости рта от запаха FRESH MINT с лимоном 10мл";"'65";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:13:31";"Личная гигиена";"'0.03";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Мята 10мл";"1258759472";"1756433688";"1756433688";"0";"4812020000023";"Спрей Освежитель для полости рта от запаха FRESH MINT с мятой 10мл";"'65";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:13:31";"Личная гигиена";"'0.03";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Тутти-фрутти 10мл";"1258759473";"1756433860";"1756433860";"0";"4812020000054";"Спрей Освежитель для полости рта от запаха FRESH MINT Тутти-Фрутти 10мл";"'65";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:13:31";"Личная гигиена";"'0.03";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Клубника 10мл";"1258759474";"1756433922";"1756433922";"0";;"Спрей Освежитель для полости рта от запаха FRESH MINT с клубникой 10мл";"'65";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:13:31";"Личная гигиена";"'0.03";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Освежитель Противотабак 10мл";"1258759550";"1756434027";"1756434027";"0";"4812020000047";"Спрей Освежитель для полости рта от запаха FRESH MINT Противотабак 10мл";"'65";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 09:13:31";"Личная гигиена";"'0.03";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1400.00";;;;"0%"
"'КАПС Ополаскиватель DENT WHITE 450мл";"1259056975";"1756701481";"1756701481";"0";"4812020000290";"DENT WHITE Ополаскиватель для полости рта 450 мл";"'75";"DENT WHITE";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 12:57:37";"Личная гигиена";"'0.36";"'0.5";"0";"0";"0";"0";"0";"0";"1999.00";"3200.00";;;;"0%"
"'КАПС Ополаскиватель PARODONTAX Gum Health 500мл";"1259056976";"1756702055";"1756702055";"0";"5054563052247";"Ополаскиватель для полости рта защита десен Parodontax 500 мл";"'75";"Parodontax";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 12:57:37";"Личная гигиена";"'0.36";"'0.6";"0";"0";"0";"0";"0";"0";"3999.00";"5300.00";;;;"0%"
"'КАПС Жидкость для ирригатора 500мл";"1259067957";"1756710851";"1756710851";"0";"4812020001723";"Жидкость для ирригатора для полости рта 500мл";"'60";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 13:19:18";"Профессиональный уход за полостью рта";"'0.60";"'0.6";"0";"0";"0";"0";"0";"0";"3999.00";"5100.00";;;;"0%"
"'КАПС Отбеливатель для зубов 1.2г";"1259075504";"1756717365";"1756717365";"0";"4812020001846";"Отбеливатель для зубов MINTOROL 1,2гр";"'65";"MINTOROL";"Продается";"Показывается";;"Показывается";;"2024-11-12 13:29:53";"Профессиональный уход за полостью рта";"'0.07";"'0.1";"0";"0";"0";"1";"0";"0";"999.00";"1300.00";;;;"0%"
"'КАПС Очиститель языка 1шт";"1259081225";"1756722215";"1756722215";"0";;"Скребок для чистки языка FRESH MINT 1шт";"'60";"MINTOROL";"Продается";"Показывается";;"Показывается";;"2024-11-12 13:37:54";"Личная гигиена";"'0.06";"'0.1";"0";"0";"0";"1";"0";"0";"999.00";"1200.00";;;;"0%"
"'КАПС Выдавливатель 1шт";"1259094635";"1756734676";"1756734676";"0";;"Выдавливатель для зубной пасты, выдавливатель для крема, зажим-дозатор для тюбика 2шт (1 упаковка)";"'40";"MINTOROL";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 13:55:55";"Дом и сад";"'0.06";"'0.1";"0";"0";"0";"0";"0";"0";"999.00";"1300.00";;;;"0%"
"'АЛПК TRNR КОТ ВЗР СТЗД Лосось 10кг 2шт";"1259102977";"1756741137";"1756741137";"0";"8059149246987-2";"Trainer корм для кошек сухой стерилизованных с лососем 10кг 2шт";"'100";"NATURAL TRAINER";"Готов к продаже";"Показывается";;"Показывается";;"2024-11-12 14:09:18";"Зоокорма и товары для фермерского хозяйства";"'13.50";"'21.0";"0";"0";"0";"0";"0";"0";"26999.00";"27900.00";;;;"0%"
"'АЛПК TRNR КОТ ВЗР Тунец 10кг 2шт";"1259104138";"1756742117";"1756742117";"0";"8059149246994-2";"Trainer корм для кошек сухой с тунцом 10кг 2шт";"'100";"NATURAL TRAINER";"Продается";"Показывается";;"Показывается";;"2024-11-12 14:11:47";"Зоокорма и товары для фермерского хозяйства";"'13.50";"'21.0";"0";"0";"0";"805";"0";"0";"26999.00";"27900.00";;;;"0%"
